user_id,rank,movie_id,title,avg_rating,fav_genre
19,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
19,3,480,North by Northwest (1959),4.2849,Comedy
19,4,251,Shall We Dance? (1996),4.2609,Comedy
19,5,316,As Good As It Gets (1997),4.1964,Comedy
20,1,127,"Godfather, The (1972)",4.2833,Action
20,2,313,Titanic (1997),4.2457,Action
20,3,515,"Boot, Das (1981)",4.204,Action
20,4,187,"Godfather: Part II, The (1974)",4.1866,Action
20,5,173,"Princess Bride, The (1987)",4.1728,Action
21,1,603,Rear Window (1954),4.3876,Thriller
21,2,12,"Usual Suspects, The (1995)",4.3858,Thriller
21,3,513,"Third Man, The (1949)",4.3333,Thriller
21,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
21,5,480,North by Northwest (1959),4.2849,Thriller
22,1,408,"Close Shave, A (1995)",4.4911,Comedy
22,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
22,3,480,North by Northwest (1959),4.2849,Comedy
22,4,251,Shall We Dance? (1996),4.2609,Comedy
22,5,316,As Good As It Gets (1997),4.1964,Comedy
23,1,1449,Pather Panchali (1955),4.625,Drama
23,2,318,Schindler's List (1993),4.4664,Drama
23,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
23,4,178,12 Angry Men (1957),4.344,Drama
23,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
24,1,1449,Pather Panchali (1955),4.625,Drama
24,2,483,Casablanca (1942),4.4568,Drama
24,3,134,Citizen Kane (1941),4.2929,Drama
24,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
24,5,285,Secrets & Lies (1996),4.2654,Drama
25,1,251,Shall We Dance? (1996),4.2609,Comedy
25,2,316,As Good As It Gets (1997),4.1964,Comedy
25,3,170,Cinema Paradiso (1988),4.1736,Comedy
25,4,1007,Waiting for Guffman (1996),4.1277,Comedy
25,5,1251,A Chef in Love (1996),4.125,Comedy
26,1,1449,Pather Panchali (1955),4.625,Drama
26,2,318,Schindler's List (1993),4.4664,Drama
26,3,483,Casablanca (1942),4.4568,Drama
26,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
26,5,178,12 Angry Men (1957),4.344,Drama
27,1,408,"Close Shave, A (1995)",4.4911,Thriller
27,2,603,Rear Window (1954),4.3876,Thriller
27,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
27,4,513,"Third Man, The (1949)",4.3333,Thriller
27,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
28,1,408,"Close Shave, A (1995)",4.4911,Thriller
28,2,513,"Third Man, The (1949)",4.3333,Thriller
28,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
28,4,657,"Manchurian Candidate, The (1962)",4.2595,Thriller
28,5,302,L.A. Confidential (1997),4.1616,Thriller
29,1,408,"Close Shave, A (1995)",4.4911,Thriller
29,2,603,Rear Window (1954),4.3876,Thriller
29,3,513,"Third Man, The (1949)",4.3333,Thriller
29,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
29,5,479,Vertigo (1958),4.2514,Thriller
30,1,408,"Close Shave, A (1995)",4.4911,Comedy
30,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
30,3,480,North by Northwest (1959),4.2849,Comedy
30,4,251,Shall We Dance? (1996),4.2609,Comedy
30,5,316,As Good As It Gets (1997),4.1964,Comedy
31,1,1449,Pather Panchali (1955),4.625,Drama
31,2,318,Schindler's List (1993),4.4664,Drama
31,3,483,Casablanca (1942),4.4568,Drama
31,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
31,5,178,12 Angry Men (1957),4.344,Drama
32,1,169,"Wrong Trousers, The (1993)",4.4661,Comedy
32,2,480,North by Northwest (1959),4.2849,Comedy
32,3,251,Shall We Dance? (1996),4.2609,Comedy
32,4,316,As Good As It Gets (1997),4.1964,Comedy
32,5,170,Cinema Paradiso (1988),4.1736,Comedy
33,1,408,"Close Shave, A (1995)",4.4911,Thriller
33,2,603,Rear Window (1954),4.3876,Thriller
33,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
33,4,513,"Third Man, The (1949)",4.3333,Thriller
33,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
34,1,1449,Pather Panchali (1955),4.625,Drama
34,2,318,Schindler's List (1993),4.4664,Drama
34,3,483,Casablanca (1942),4.4568,Drama
34,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
34,5,178,12 Angry Men (1957),4.344,Drama
35,1,50,Star Wars (1977),4.3585,Action
35,2,127,"Godfather, The (1972)",4.2833,Action
35,3,174,Raiders of the Lost Ark (1981),4.2524,Action
35,4,313,Titanic (1997),4.2457,Action
35,5,172,"Empire Strikes Back, The (1980)",4.2044,Action
36,1,1449,Pather Panchali (1955),4.625,Drama
36,2,318,Schindler's List (1993),4.4664,Drama
36,3,483,Casablanca (1942),4.4568,Drama
36,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
36,5,178,12 Angry Men (1957),4.344,Drama
37,1,313,Titanic (1997),4.2457,Action
37,2,515,"Boot, Das (1981)",4.204,Action
37,3,187,"Godfather: Part II, The (1974)",4.1866,Action
37,4,498,"African Queen, The (1951)",4.1842,Action
37,5,173,"Princess Bride, The (1987)",4.1728,Action
38,1,408,"Close Shave, A (1995)",4.4911,Comedy
38,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
38,3,480,North by Northwest (1959),4.2849,Comedy
38,4,251,Shall We Dance? (1996),4.2609,Comedy
38,5,316,As Good As It Gets (1997),4.1964,Comedy
39,1,1449,Pather Panchali (1955),4.625,Drama
39,2,318,Schindler's List (1993),4.4664,Drama
39,3,483,Casablanca (1942),4.4568,Drama
39,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
39,5,178,12 Angry Men (1957),4.344,Drama
40,1,1449,Pather Panchali (1955),4.625,Drama
40,2,318,Schindler's List (1993),4.4664,Drama
40,3,483,Casablanca (1942),4.4568,Drama
40,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
40,5,178,12 Angry Men (1957),4.344,Drama
41,1,1449,Pather Panchali (1955),4.625,Drama
41,2,483,Casablanca (1942),4.4568,Drama
41,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
41,4,178,12 Angry Men (1957),4.344,Drama
41,5,134,Citizen Kane (1941),4.2929,Drama
42,1,1449,Pather Panchali (1955),4.625,Drama
42,2,483,Casablanca (1942),4.4568,Drama
42,3,178,12 Angry Men (1957),4.344,Drama
42,4,134,Citizen Kane (1941),4.2929,Drama
42,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
43,1,480,North by Northwest (1959),4.2849,Comedy
43,2,251,Shall We Dance? (1996),4.2609,Comedy
43,3,170,Cinema Paradiso (1988),4.1736,Comedy
43,4,1007,Waiting for Guffman (1996),4.1277,Comedy
43,5,1251,A Chef in Love (1996),4.125,Comedy
44,1,1449,Pather Panchali (1955),4.625,Drama
44,2,483,Casablanca (1942),4.4568,Drama
44,3,178,12 Angry Men (1957),4.344,Drama
44,4,134,Citizen Kane (1941),4.2929,Drama
44,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
45,1,408,"Close Shave, A (1995)",4.4911,Comedy
45,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
45,3,480,North by Northwest (1959),4.2849,Comedy
45,4,251,Shall We Dance? (1996),4.2609,Comedy
45,5,316,As Good As It Gets (1997),4.1964,Comedy
46,1,1449,Pather Panchali (1955),4.625,Drama
46,2,318,Schindler's List (1993),4.4664,Drama
46,3,483,Casablanca (1942),4.4568,Drama
46,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
46,5,178,12 Angry Men (1957),4.344,Drama
47,1,1449,Pather Panchali (1955),4.625,Drama
47,2,318,Schindler's List (1993),4.4664,Drama
47,3,483,Casablanca (1942),4.4568,Drama
47,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
47,5,178,12 Angry Men (1957),4.344,Drama
48,1,1449,Pather Panchali (1955),4.625,Drama
48,2,318,Schindler's List (1993),4.4664,Drama
48,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
48,4,178,12 Angry Men (1957),4.344,Drama
48,5,134,Citizen Kane (1941),4.2929,Drama
49,1,408,"Close Shave, A (1995)",4.4911,Comedy
49,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
49,3,480,North by Northwest (1959),4.2849,Comedy
49,4,251,Shall We Dance? (1996),4.2609,Comedy
49,5,316,As Good As It Gets (1997),4.1964,Comedy
50,1,1449,Pather Panchali (1955),4.625,Drama
50,2,318,Schindler's List (1993),4.4664,Drama
50,3,483,Casablanca (1942),4.4568,Drama
50,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
50,5,178,12 Angry Men (1957),4.344,Drama
51,1,174,Raiders of the Lost Ark (1981),4.2524,Adventure
51,2,511,Lawrence of Arabia (1962),4.2312,Adventure
51,3,498,"African Queen, The (1951)",4.1842,Adventure
51,4,520,"Great Escape, The (1963)",4.1048,Adventure
51,5,519,"Treasure of the Sierra Madre, The (1948)",4.1,Adventure
52,1,1449,Pather Panchali (1955),4.625,Drama
52,2,483,Casablanca (1942),4.4568,Drama
52,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
52,4,178,12 Angry Men (1957),4.344,Drama
52,5,134,Citizen Kane (1941),4.2929,Drama
53,1,127,"Godfather, The (1972)",4.2833,Action
53,2,313,Titanic (1997),4.2457,Action
53,3,172,"Empire Strikes Back, The (1980)",4.2044,Action
53,4,515,"Boot, Das (1981)",4.204,Action
53,5,187,"Godfather: Part II, The (1974)",4.1866,Action
54,1,408,"Close Shave, A (1995)",4.4911,Thriller
54,2,603,Rear Window (1954),4.3876,Thriller
54,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
54,4,513,"Third Man, The (1949)",4.3333,Thriller
54,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
55,1,127,"Godfather, The (1972)",4.2833,Action
55,2,313,Titanic (1997),4.2457,Action
55,3,172,"Empire Strikes Back, The (1980)",4.2044,Action
55,4,515,"Boot, Das (1981)",4.204,Action
55,5,187,"Godfather: Part II, The (1974)",4.1866,Action
56,1,480,North by Northwest (1959),4.2849,Comedy
56,2,251,Shall We Dance? (1996),4.2609,Comedy
56,3,316,As Good As It Gets (1997),4.1964,Comedy
56,4,170,Cinema Paradiso (1988),4.1736,Comedy
56,5,1007,Waiting for Guffman (1996),4.1277,Comedy
57,1,408,"Close Shave, A (1995)",4.4911,Comedy
57,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
57,3,480,North by Northwest (1959),4.2849,Comedy
57,4,251,Shall We Dance? (1996),4.2609,Comedy
57,5,316,As Good As It Gets (1997),4.1964,Comedy
58,1,1449,Pather Panchali (1955),4.625,Drama
58,2,178,12 Angry Men (1957),4.344,Drama
58,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
58,4,427,To Kill a Mockingbird (1962),4.2922,Drama
58,5,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
59,1,1449,Pather Panchali (1955),4.625,Drama
59,2,178,12 Angry Men (1957),4.344,Drama
59,3,272,Good Will Hunting (1997),4.2626,Drama
59,4,1524,Kaspar Hauser (1993),4.25,Drama
59,5,641,Paths of Glory (1957),4.2121,Drama
60,1,1449,Pather Panchali (1955),4.625,Drama
60,2,318,Schindler's List (1993),4.4664,Drama
60,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
60,4,127,"Godfather, The (1972)",4.2833,Drama
60,5,285,Secrets & Lies (1996),4.2654,Drama
61,1,408,"Close Shave, A (1995)",4.4911,Thriller
61,2,603,Rear Window (1954),4.3876,Thriller
61,3,12,"Usual Suspects, The (1995)",4.3858,Thriller
61,4,513,"Third Man, The (1949)",4.3333,Thriller
61,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Thriller
62,1,1449,Pather Panchali (1955),4.625,Drama
62,2,178,12 Angry Men (1957),4.344,Drama
62,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
62,4,427,To Kill a Mockingbird (1962),4.2922,Drama
62,5,272,Good Will Hunting (1997),4.2626,Drama
63,1,1449,Pather Panchali (1955),4.625,Drama
63,2,318,Schindler's List (1993),4.4664,Drama
63,3,483,Casablanca (1942),4.4568,Drama
63,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
63,5,178,12 Angry Men (1957),4.344,Drama
64,1,1449,Pather Panchali (1955),4.625,Drama
64,2,483,Casablanca (1942),4.4568,Drama
64,3,178,12 Angry Men (1957),4.344,Drama
64,4,134,Citizen Kane (1941),4.2929,Drama
64,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
65,1,1449,Pather Panchali (1955),4.625,Drama
65,2,483,Casablanca (1942),4.4568,Drama
65,3,134,Citizen Kane (1941),4.2929,Drama
65,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
65,5,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
66,1,174,Raiders of the Lost Ark (1981),4.2524,Action
66,2,313,Titanic (1997),4.2457,Action
66,3,172,"Empire Strikes Back, The (1980)",4.2044,Action
66,4,515,"Boot, Das (1981)",4.204,Action
66,5,187,"Godfather: Part II, The (1974)",4.1866,Action
67,1,408,"Close Shave, A (1995)",4.4911,Comedy
67,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
67,3,480,North by Northwest (1959),4.2849,Comedy
67,4,251,Shall We Dance? (1996),4.2609,Comedy
67,5,316,As Good As It Gets (1997),4.1964,Comedy
68,1,1449,Pather Panchali (1955),4.625,Drama
68,2,318,Schindler's List (1993),4.4664,Drama
68,3,483,Casablanca (1942),4.4568,Drama
68,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
68,5,134,Citizen Kane (1941),4.2929,Drama
69,1,1449,Pather Panchali (1955),4.625,Drama
69,2,318,Schindler's List (1993),4.4664,Drama
69,3,483,Casablanca (1942),4.4568,Drama
69,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
69,5,178,12 Angry Men (1957),4.344,Drama
70,1,127,"Godfather, The (1972)",4.2833,Action
70,2,515,"Boot, Das (1981)",4.204,Action
70,3,187,"Godfather: Part II, The (1974)",4.1866,Action
70,4,498,"African Queen, The (1951)",4.1842,Action
70,5,22,Braveheart (1995),4.1515,Action
71,1,1449,Pather Panchali (1955),4.625,Drama
71,2,318,Schindler's List (1993),4.4664,Drama
71,3,483,Casablanca (1942),4.4568,Drama
71,4,178,12 Angry Men (1957),4.344,Drama
71,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
72,1,1449,Pather Panchali (1955),4.625,Drama
72,2,483,Casablanca (1942),4.4568,Drama
72,3,178,12 Angry Men (1957),4.344,Drama
72,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
72,5,285,Secrets & Lies (1996),4.2654,Drama
73,1,1449,Pather Panchali (1955),4.625,Drama
73,2,483,Casablanca (1942),4.4568,Drama
73,3,178,12 Angry Men (1957),4.344,Drama
73,4,134,Citizen Kane (1941),4.2929,Drama
73,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
74,1,1449,Pather Panchali (1955),4.625,Drama
74,2,318,Schindler's List (1993),4.4664,Drama
74,3,483,Casablanca (1942),4.4568,Drama
74,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
74,5,178,12 Angry Men (1957),4.344,Drama
75,1,169,"Wrong Trousers, The (1993)",4.4661,Comedy
75,2,480,North by Northwest (1959),4.2849,Comedy
75,3,251,Shall We Dance? (1996),4.2609,Comedy
75,4,316,As Good As It Gets (1997),4.1964,Comedy
75,5,170,Cinema Paradiso (1988),4.1736,Comedy
76,1,1449,Pather Panchali (1955),4.625,Drama
76,2,483,Casablanca (1942),4.4568,Drama
76,3,178,12 Angry Men (1957),4.344,Drama
76,4,134,Citizen Kane (1941),4.2929,Drama
76,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
77,1,1449,Pather Panchali (1955),4.625,Drama
77,2,318,Schindler's List (1993),4.4664,Drama
77,3,64,"Shawshank Redemption, The (1994)",4.4452,Drama
77,4,178,12 Angry Men (1957),4.344,Drama
77,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
78,1,408,"Close Shave, A (1995)",4.4911,Comedy
78,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
78,3,480,North by Northwest (1959),4.2849,Comedy
78,4,251,Shall We Dance? (1996),4.2609,Comedy
78,5,316,As Good As It Gets (1997),4.1964,Comedy
79,1,1449,Pather Panchali (1955),4.625,Drama
79,2,318,Schindler's List (1993),4.4664,Drama
79,3,483,Casablanca (1942),4.4568,Drama
79,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
79,5,178,12 Angry Men (1957),4.344,Drama
80,1,1449,Pather Panchali (1955),4.625,Drama
80,2,318,Schindler's List (1993),4.4664,Drama
80,3,178,12 Angry Men (1957),4.344,Drama
80,4,134,Citizen Kane (1941),4.2929,Drama
80,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
81,1,408,"Close Shave, A (1995)",4.4911,Comedy
81,2,480,North by Northwest (1959),4.2849,Comedy
81,3,251,Shall We Dance? (1996),4.2609,Comedy
81,4,316,As Good As It Gets (1997),4.1964,Comedy
81,5,170,Cinema Paradiso (1988),4.1736,Comedy
82,1,1449,Pather Panchali (1955),4.625,Drama
82,2,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
82,3,427,To Kill a Mockingbird (1962),4.2922,Drama
82,4,98,"Silence of the Lambs, The (1991)",4.2897,Drama
82,5,285,Secrets & Lies (1996),4.2654,Drama
83,1,408,"Close Shave, A (1995)",4.4911,Comedy
83,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
83,3,480,North by Northwest (1959),4.2849,Comedy
83,4,251,Shall We Dance? (1996),4.2609,Comedy
83,5,316,As Good As It Gets (1997),4.1964,Comedy
84,1,1449,Pather Panchali (1955),4.625,Drama
84,2,483,Casablanca (1942),4.4568,Drama
84,3,178,12 Angry Men (1957),4.344,Drama
84,4,134,Citizen Kane (1941),4.2929,Drama
84,5,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
85,1,1449,Pather Panchali (1955),4.625,Drama
85,2,178,12 Angry Men (1957),4.344,Drama
85,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
85,4,285,Secrets & Lies (1996),4.2654,Drama
85,5,1524,Kaspar Hauser (1993),4.25,Drama
86,1,1449,Pather Panchali (1955),4.625,Drama
86,2,318,Schindler's List (1993),4.4664,Drama
86,3,483,Casablanca (1942),4.4568,Drama
86,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
86,5,178,12 Angry Men (1957),4.344,Drama
87,1,408,"Close Shave, A (1995)",4.4911,Comedy
87,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
87,3,480,North by Northwest (1959),4.2849,Comedy
87,4,251,Shall We Dance? (1996),4.2609,Comedy
87,5,316,As Good As It Gets (1997),4.1964,Comedy
88,1,1449,Pather Panchali (1955),4.625,Drama
88,2,318,Schindler's List (1993),4.4664,Drama
88,3,483,Casablanca (1942),4.4568,Drama
88,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
88,5,178,12 Angry Men (1957),4.344,Drama
89,1,1449,Pather Panchali (1955),4.625,Drama
89,2,318,Schindler's List (1993),4.4664,Drama
89,3,483,Casablanca (1942),4.4568,Drama
89,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
89,5,178,12 Angry Men (1957),4.344,Drama
90,1,1449,Pather Panchali (1955),4.625,Drama
90,2,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
90,3,1524,Kaspar Hauser (1993),4.25,Drama
90,4,641,Paths of Glory (1957),4.2121,Drama
90,5,172,"Empire Strikes Back, The (1980)",4.2044,Drama
91,1,1449,Pather Panchali (1955),4.625,Drama
91,2,178,12 Angry Men (1957),4.344,Drama
91,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
91,4,285,Secrets & Lies (1996),4.2654,Drama
91,5,272,Good Will Hunting (1997),4.2626,Drama
92,1,1449,Pather Panchali (1955),4.625,Drama
92,2,483,Casablanca (1942),4.4568,Drama
92,3,178,12 Angry Men (1957),4.344,Drama
92,4,427,To Kill a Mockingbird (1962),4.2922,Drama
92,5,357,One Flew Over the Cuckoo's Nest (1975),4.2917,Drama
93,1,408,"Close Shave, A (1995)",4.4911,Comedy
93,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
93,3,480,North by Northwest (1959),4.2849,Comedy
93,4,251,Shall We Dance? (1996),4.2609,Comedy
93,5,316,As Good As It Gets (1997),4.1964,Comedy
94,1,1449,Pather Panchali (1955),4.625,Drama
94,2,178,12 Angry Men (1957),4.344,Drama
94,3,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
94,4,427,To Kill a Mockingbird (1962),4.2922,Drama
94,5,285,Secrets & Lies (1996),4.2654,Drama
95,1,1449,Pather Panchali (1955),4.625,Drama
95,2,318,Schindler's List (1993),4.4664,Drama
95,3,134,Citizen Kane (1941),4.2929,Drama
95,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
95,5,427,To Kill a Mockingbird (1962),4.2922,Drama
96,1,1449,Pather Panchali (1955),4.625,Drama
96,2,178,12 Angry Men (1957),4.344,Drama
96,3,134,Citizen Kane (1941),4.2929,Drama
96,4,963,Some Folks Call It a Sling Blade (1993),4.2927,Drama
96,5,427,To Kill a Mockingbird (1962),4.2922,Drama
97,1,1449,Pather Panchali (1955),4.625,Drama
97,2,318,Schindler's List (1993),4.4664,Drama
97,3,483,Casablanca (1942),4.4568,Drama
97,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
97,5,178,12 Angry Men (1957),4.344,Drama
98,1,408,"Close Shave, A (1995)",4.4911,Comedy
98,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
98,3,480,North by Northwest (1959),4.2849,Comedy
98,4,251,Shall We Dance? (1996),4.2609,Comedy
98,5,316,As Good As It Gets (1997),4.1964,Comedy
99,1,1449,Pather Panchali (1955),4.625,Drama
99,2,318,Schindler's List (1993),4.4664,Drama
99,3,483,Casablanca (1942),4.4568,Drama
99,4,178,12 Angry Men (1957),4.344,Drama
99,5,134,Citizen Kane (1941),4.2929,Drama
100,1,1449,Pather Panchali (1955),4.625,Drama
100,2,318,Schindler's List (1993),4.4664,Drama
100,3,483,Casablanca (1942),4.4568,Drama
100,4,64,"Shawshank Redemption, The (1994)",4.4452,Drama
100,5,178,12 Angry Men (1957),4.344,Drama
101,1,408,"Close Shave, A (1995)",4.4911,Comedy
101,2,169,"Wrong Trousers, The (1993)",4.4661,Comedy
101,3,480,North by Northwest (1959),4.2849,Comedy
101,4,251,Shall We Dance? (1996),4.2609,Comedy
101,5,316,As Good As It Gets (1997),4.1964,Comedy
