user_id,favorite_genre,blacklisted_movies.0.title,blacklisted_movies.0.global_avg_rating
195,Drama,Free Willy 3: The Rescue (1997),1.7407
196,Comedy,Ed (1996),1.3333
197,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
198,Drama,Free Willy 3: The Rescue (1997),1.7407
199,Drama,Free Willy 3: The Rescue (1997),1.7407
200,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
201,Drama,Free Willy 3: The Rescue (1997),1.7407
202,Drama,Free Willy 3: The Rescue (1997),1.7407
203,Drama,Free Willy 3: The Rescue (1997),1.7407
204,Drama,Free Willy 3: The Rescue (1997),1.7407
205,Drama,Free Willy 3: The Rescue (1997),1.7407
206,Drama,Free Willy 3: The Rescue (1997),1.7407
207,Drama,Free Willy 3: The Rescue (1997),1.7407
208,Comedy,Ed (1996),1.3333
209,Drama,Free Willy 3: The Rescue (1997),1.7407
210,Comedy,Ed (1996),1.3333
211,Drama,Dangerous Ground (1997),1.75
212,Drama,Free Willy 3: The Rescue (1997),1.7407
213,Drama,Free Willy 3: The Rescue (1997),1.7407
214,Drama,Free Willy 3: The Rescue (1997),1.7407
215,Drama,Free Willy 3: The Rescue (1997),1.7407
216,Drama,Free Willy 3: The Rescue (1997),1.7407
217,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
218,Comedy,Ed (1996),1.3333
219,Drama,Free Willy 3: The Rescue (1997),1.7407
220,Drama,Free Willy 3: The Rescue (1997),1.7407
221,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
222,Comedy,Ed (1996),1.3333
223,Comedy,Ed (1996),1.3333
224,Drama,Free Willy 3: The Rescue (1997),1.7407
225,Drama,Free Willy 3: The Rescue (1997),1.7407
226,Drama,Free Willy 3: The Rescue (1997),1.7407
227,Drama,Free Willy 3: The Rescue (1997),1.7407
228,Drama,Free Willy 3: The Rescue (1997),1.7407
229,Drama,Free Willy 3: The Rescue (1997),1.7407
230,Drama,Free Willy 3: The Rescue (1997),1.7407
231,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
232,Drama,Free Willy 3: The Rescue (1997),1.7407
233,Drama,Free Willy 3: The Rescue (1997),1.7407
234,Drama,Free Willy 3: The Rescue (1997),1.7407
235,Drama,Free Willy 3: The Rescue (1997),1.7407
236,Drama,Free Willy 3: The Rescue (1997),1.7407
237,Drama,Free Willy 3: The Rescue (1997),1.7407
238,Comedy,Ed (1996),1.3333
239,Drama,Free Willy 3: The Rescue (1997),1.7407
240,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
241,Drama,Free Willy 3: The Rescue (1997),1.7407
242,Drama,Free Willy 3: The Rescue (1997),1.7407
243,Drama,Free Willy 3: The Rescue (1997),1.7407
244,Comedy,Ed (1996),1.3333
245,Comedy,Ed (1996),1.3333
246,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
247,Drama,Free Willy 3: The Rescue (1997),1.7407
248,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
249,Drama,Free Willy 3: The Rescue (1997),1.7407
250,Drama,Free Willy 3: The Rescue (1997),1.7407
251,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
252,Drama,Free Willy 3: The Rescue (1997),1.7407
253,Drama,Free Willy 3: The Rescue (1997),1.7407
254,Childrens,3 Ninjas: High Noon At Mega Mountain (1998),1
255,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
256,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
257,Drama,Free Willy 3: The Rescue (1997),1.7407
258,Drama,Free Willy 3: The Rescue (1997),1.7407
259,Drama,Free Willy 3: The Rescue (1997),1.7407
260,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
261,Comedy,Ed (1996),1.3333
262,Drama,Free Willy 3: The Rescue (1997),1.7407
263,Drama,Free Willy 3: The Rescue (1997),1.7407
264,Comedy,Ed (1996),1.3333
265,Drama,Free Willy 3: The Rescue (1997),1.7407
266,Drama,Free Willy 3: The Rescue (1997),1.7407
267,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
268,Comedy,Ed (1996),1.3333
269,Drama,Free Willy 3: The Rescue (1997),1.7407
270,Drama,Free Willy 3: The Rescue (1997),1.7407
271,Drama,Free Willy 3: The Rescue (1997),1.7407
272,Drama,Free Willy 3: The Rescue (1997),1.7407
273,Drama,Free Willy 3: The Rescue (1997),1.7407
274,Drama,Free Willy 3: The Rescue (1997),1.7407
275,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
276,Drama,Free Willy 3: The Rescue (1997),1.7407
277,Drama,Free Willy 3: The Rescue (1997),1.7407
278,Drama,Free Willy 3: The Rescue (1997),1.7407
279,Comedy,Ed (1996),1.3333
280,Drama,Free Willy 3: The Rescue (1997),1.7407
281,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
282,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
283,Comedy,Ed (1996),1.3333
284,Drama,Free Willy 3: The Rescue (1997),1.7407
285,Drama,Free Willy 3: The Rescue (1997),1.7407
286,Comedy,Ed (1996),1.3333
287,Comedy,Ed (1996),1.3333
288,Drama,Free Willy 3: The Rescue (1997),1.7407
289,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
290,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
291,Comedy,Ed (1996),1.3333
292,Drama,Free Willy 3: The Rescue (1997),1.7407
293,Drama,Free Willy 3: The Rescue (1997),1.7407
294,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
295,Drama,Free Willy 3: The Rescue (1997),1.7407
296,Drama,Free Willy 3: The Rescue (1997),1.7407
297,Drama,Free Willy 3: The Rescue (1997),1.7407
298,Drama,Free Willy 3: The Rescue (1997),1.7407
299,Drama,Free Willy 3: The Rescue (1997),1.7407
300,Comedy,Ed (1996),1.3333
301,Comedy,Ed (1996),1.3333
302,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
303,Comedy,Ed (1996),1.3333
304,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
305,Drama,Free Willy 3: The Rescue (1997),1.7407
306,Drama,Free Willy 3: The Rescue (1997),1.7407
307,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
308,Drama,Free Willy 3: The Rescue (1997),1.7407
309,Drama,Free Willy 3: The Rescue (1997),1.7407
310,Romance,Vampire in Brooklyn (1995),1.8333
311,Drama,Free Willy 3: The Rescue (1997),1.7407
312,Drama,Free Willy 3: The Rescue (1997),1.7407
313,Drama,Free Willy 3: The Rescue (1997),1.7407
314,Comedy,Ed (1996),1.3333
315,Drama,Free Willy 3: The Rescue (1997),1.7407
316,Drama,Free Willy 3: The Rescue (1997),1.7407
317,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
318,Comedy,Ed (1996),1.3333
319,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
320,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
321,Drama,Free Willy 3: The Rescue (1997),1.7407
322,Drama,Free Willy 3: The Rescue (1997),1.7407
323,Drama,Free Willy 3: The Rescue (1997),1.7407
324,Drama,Free Willy 3: The Rescue (1997),1.7407
325,Drama,Free Willy 3: The Rescue (1997),1.7407
326,Drama,Free Willy 3: The Rescue (1997),1.7407
327,Drama,Free Willy 3: The Rescue (1997),1.7407
328,Drama,Free Willy 3: The Rescue (1997),1.7407
329,Drama,Free Willy 3: The Rescue (1997),1.7407
330,Comedy,Ed (1996),1.3333
331,Drama,Free Willy 3: The Rescue (1997),1.7407
332,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
333,Comedy,Ed (1996),1.3333
334,Drama,Free Willy 3: The Rescue (1997),1.7407
335,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
336,Comedy,Ed (1996),1.3333
337,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
338,Comedy,Ed (1996),1.3333
339,Drama,Free Willy 3: The Rescue (1997),1.7407
340,Comedy,Ed (1996),1.3333
341,Comedy,Ed (1996),1.3333
342,Drama,Free Willy 3: The Rescue (1997),1.7407
343,Drama,Free Willy 3: The Rescue (1997),1.7407
344,Drama,Free Willy 3: The Rescue (1997),1.7407
345,Drama,Free Willy 3: The Rescue (1997),1.7407
346,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
347,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
348,Comedy,Ed (1996),1.3333
349,Drama,Free Willy 3: The Rescue (1997),1.7407
350,Drama,Free Willy 3: The Rescue (1997),1.7407
351,Drama,Free Willy 3: The Rescue (1997),1.7407
352,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
353,Drama,Free Willy 3: The Rescue (1997),1.7407
354,Drama,Free Willy 3: The Rescue (1997),1.7407
355,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
356,Drama,Free Willy 3: The Rescue (1997),1.7407
357,Comedy,Ed (1996),1.3333
358,Drama,Free Willy 3: The Rescue (1997),1.7407
359,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
360,Drama,Free Willy 3: The Rescue (1997),1.7407
361,Drama,Free Willy 3: The Rescue (1997),1.7407
362,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
363,Drama,Free Willy 3: The Rescue (1997),1.7407
364,Drama,Free Willy 3: The Rescue (1997),1.7407
365,Drama,Free Willy 3: The Rescue (1997),1.7407
366,Horror,Amityville 1992: It's About Time (1992),1
367,Horror,Amityville 1992: It's About Time (1992),1
368,Horror,Amityville 1992: It's About Time (1992),1
369,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
370,Drama,Free Willy 3: The Rescue (1997),1.7407
371,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
372,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
373,Drama,Free Willy 3: The Rescue (1997),1.7407
374,Drama,Dangerous Ground (1997),1.75
375,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
376,Drama,Free Willy 3: The Rescue (1997),1.7407
377,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
378,Drama,Free Willy 3: The Rescue (1997),1.7407
379,Comedy,Ed (1996),1.3333
380,Drama,Free Willy 3: The Rescue (1997),1.7407
381,Drama,Free Willy 3: The Rescue (1997),1.7407
382,Drama,Free Willy 3: The Rescue (1997),1.7407
383,Drama,Free Willy 3: The Rescue (1997),1.7407
384,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
385,Drama,Free Willy 3: The Rescue (1997),1.7407
386,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
387,Drama,Free Willy 3: The Rescue (1997),1.7407
388,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
389,Comedy,Ed (1996),1.3333
390,Drama,Free Willy 3: The Rescue (1997),1.7407
391,Drama,Free Willy 3: The Rescue (1997),1.7407
392,Drama,Free Willy 3: The Rescue (1997),1.7407
393,Comedy,Ed (1996),1.3333
394,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
395,Drama,Free Willy 3: The Rescue (1997),1.7407
396,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
397,Drama,Dangerous Ground (1997),1.75
398,Comedy,Ed (1996),1.3333
399,Drama,Free Willy 3: The Rescue (1997),1.7407
400,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
401,Drama,Free Willy 3: The Rescue (1997),1.7407
402,Drama,Free Willy 3: The Rescue (1997),1.7407
403,Comedy,Ed (1996),1.3333
404,Drama,Free Willy 3: The Rescue (1997),1.7407
405,Drama,Free Willy 3: The Rescue (1997),1.7407
406,Drama,Free Willy 3: The Rescue (1997),1.7407
407,Comedy,Ed (1996),1.3333
408,Drama,Free Willy 3: The Rescue (1997),1.7407
409,Drama,Free Willy 3: The Rescue (1997),1.7407
410,Drama,Free Willy 3: The Rescue (1997),1.7407
411,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
412,Drama,Free Willy 3: The Rescue (1997),1.7407
413,Drama,Free Willy 3: The Rescue (1997),1.7407
414,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
415,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
416,Drama,Free Willy 3: The Rescue (1997),1.7407
417,Comedy,Ed (1996),1.3333
418,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
419,Romance,Vampire in Brooklyn (1995),1.8333
420,Drama,Free Willy 3: The Rescue (1997),1.7407
421,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
422,Drama,Free Willy 3: The Rescue (1997),1.7407
423,Drama,Free Willy 3: The Rescue (1997),1.7407
424,Drama,Free Willy 3: The Rescue (1997),1.7407
425,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
426,Drama,Free Willy 3: The Rescue (1997),1.7407
427,Drama,Free Willy 3: The Rescue (1997),1.7407
428,Drama,Free Willy 3: The Rescue (1997),1.7407
429,Drama,Dangerous Ground (1997),1.75
430,Drama,Free Willy 3: The Rescue (1997),1.7407
431,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
432,Comedy,Ed (1996),1.3333
433,Drama,Dangerous Ground (1997),1.75
434,Comedy,Ed (1996),1.3333
435,Comedy,Ed (1996),1.3333
436,Drama,Free Willy 3: The Rescue (1997),1.7407
437,Drama,Free Willy 3: The Rescue (1997),1.7407
438,Comedy,Ed (1996),1.3333
439,Drama,Free Willy 3: The Rescue (1997),1.7407
440,Drama,Free Willy 3: The Rescue (1997),1.7407
441,Comedy,Ed (1996),1.3333
442,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
443,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
444,Drama,Free Willy 3: The Rescue (1997),1.7407
445,Drama,Free Willy 3: The Rescue (1997),1.7407
446,Drama,Free Willy 3: The Rescue (1997),1.7407
447,Drama,Free Willy 3: The Rescue (1997),1.7407
448,Drama,Free Willy 3: The Rescue (1997),1.7407
449,Drama,Free Willy 3: The Rescue (1997),1.7407
450,Drama,Dangerous Ground (1997),1.75
451,Drama,Dangerous Ground (1997),1.75
452,Drama,Free Willy 3: The Rescue (1997),1.7407
453,Drama,Free Willy 3: The Rescue (1997),1.7407
454,Drama,Free Willy 3: The Rescue (1997),1.7407
455,Drama,Free Willy 3: The Rescue (1997),1.7407
456,Drama,Free Willy 3: The Rescue (1997),1.7407
457,Drama,Free Willy 3: The Rescue (1997),1.7407
458,Drama,Free Willy 3: The Rescue (1997),1.7407
459,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
460,Drama,Free Willy 3: The Rescue (1997),1.7407
461,Comedy,Ed (1996),1.3333
462,Drama,Free Willy 3: The Rescue (1997),1.7407
463,Drama,Free Willy 3: The Rescue (1997),1.7407
464,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
465,Drama,Free Willy 3: The Rescue (1997),1.7407
466,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
467,Drama,Free Willy 3: The Rescue (1997),1.7407
468,Drama,Free Willy 3: The Rescue (1997),1.7407
469,Drama,Free Willy 3: The Rescue (1997),1.7407
470,Drama,Free Willy 3: The Rescue (1997),1.7407
471,Childrens,3 Ninjas: High Noon At Mega Mountain (1998),1
472,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
473,Drama,Free Willy 3: The Rescue (1997),1.7407
474,Drama,Free Willy 3: The Rescue (1997),1.7407
475,Drama,Free Willy 3: The Rescue (1997),1.7407
476,Comedy,Ed (1996),1.3333
477,Romance,Vampire in Brooklyn (1995),1.8333
478,Comedy,Ed (1996),1.3333
479,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
480,Drama,Free Willy 3: The Rescue (1997),1.7407
481,Comedy,Ed (1996),1.3333
482,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
483,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
484,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
485,Drama,Free Willy 3: The Rescue (1997),1.7407
486,Drama,Free Willy 3: The Rescue (1997),1.7407
487,Drama,Free Willy 3: The Rescue (1997),1.7407
488,Drama,Free Willy 3: The Rescue (1997),1.7407
489,Drama,Dangerous Ground (1997),1.75
490,Drama,Free Willy 3: The Rescue (1997),1.7407
491,Drama,Free Willy 3: The Rescue (1997),1.7407
492,Drama,Free Willy 3: The Rescue (1997),1.7407
493,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
494,Drama,Free Willy 3: The Rescue (1997),1.7407
495,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
496,Drama,Free Willy 3: The Rescue (1997),1.7407
497,Action,3 Ninjas: High Noon At Mega Mountain (1998),1
498,Drama,Free Willy 3: The Rescue (1997),1.7407
499,Drama,Free Willy 3: The Rescue (1997),1.7407
500,Drama,Free Willy 3: The Rescue (1997),1.7407
501,Drama,Free Willy 3: The Rescue (1997),1.7407
502,Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),1.7143
503,Drama,Free Willy 3: The Rescue (1997),1.7407
